Alder,Ash,Basswood,Beech,Birch,Cedar.juniper,Cherry,Elm,Fir,Hackberry,Hemlock,Hickory,Ironwood,Maple,Oak,Pine,Poplar,Spruce,Sycamore,Tamarack,Walnut,Willow
1.76E-15,1.76E-15,15.28382139,2.61E-13,5.24E-14,4.22E-15,3.79E-15,1.303811706,3.75E-13,6.93E-14,2.72E-11,1.33E-05,8.42E-14,8.47E-14,1.081054677,5.72E-14,0.096000288,3.61E-14,1.34E-14,1.46E-13,7.42E-14,0.079917808
1.82E-15,1.82E-15,2.228993994,2.55E-13,5.32E-14,4.68E-15,3.80E-15,0.851779666,3.59E-13,6.99E-14,2.71E-11,1.28E-05,8.90E-14,7.85E-14,0.437505155,6.63E-14,0.010243298,3.42E-14,1.37E-14,1.60E-13,7.40E-14,0.1080844
1.88E-15,1.88E-15,0.000144053,2.49E-13,5.40E-14,5.18E-15,3.81E-15,0.289713702,3.42E-13,7.05E-14,2.71E-11,1.17E-05,9.31E-14,7.29E-14,0.080127235,7.65E-14,0.000236366,3.23E-14,1.41E-14,1.74E-13,7.38E-14,0.128425123
1.95E-15,1.95E-15,3.30E-13,2.43E-13,5.46E-14,5.75E-15,3.81E-15,0.071608982,3.27E-13,7.11E-14,2.70E-11,1.04E-05,9.65E-14,6.82E-14,0.011770206,8.79E-14,4.39E-06,3.06E-14,1.44E-14,1.87E-13,7.36E-14,0.135310862
2.02E-15,2.02E-15,2.93E-13,2.36E-13,5.51E-14,6.38E-15,3.81E-15,0.022972767,3.12E-13,7.18E-14,2.69E-11,9.03E-06,9.91E-14,6.42E-14,0.00321859,1.00E-13,4.68E-07,2.90E-14,1.47E-14,2.00E-13,7.34E-14,0.132266839
2.09E-15,2.09E-15,2.56E-13,2.29E-13,5.55E-14,7.09E-15,3.80E-15,0.01795584,2.97E-13,7.24E-14,2.67E-11,8.01E-06,1.01E-13,6.10E-14,0.003255512,1.14E-13,1.41E-06,2.75E-14,1.51E-14,2.12E-13,7.33E-14,0.128086387
2.17E-15,2.17E-15,2.20E-13,2.23E-13,5.58E-14,7.89E-15,3.78E-15,0.056934192,2.83E-13,7.31E-14,2.66E-11,7.56E-06,1.02E-13,5.83E-14,0.017197547,1.28E-13,0.00020583,2.60E-14,1.54E-14,2.23E-13,7.33E-14,0.128951724
2.25E-15,2.25E-15,1.87E-13,2.16E-13,5.59E-14,8.78E-15,3.75E-15,0.347871565,2.69E-13,7.37E-14,2.65E-11,7.38E-06,1.01E-13,5.61E-14,0.157982553,1.43E-13,0.053553019,2.47E-14,1.58E-14,2.33E-13,7.32E-14,0.125379495
2.32E-15,2.32E-15,1.58E-13,2.09E-13,5.59E-14,9.78E-15,3.72E-15,1.728710164,2.56E-13,7.44E-14,2.63E-11,7.41E-06,1.00E-13,5.42E-14,0.737760742,1.58E-13,0.766976235,2.35E-14,1.62E-14,2.42E-13,7.33E-14,0.106216725
2.41E-15,2.41E-15,1.33E-13,2.02E-13,5.56E-14,1.09E-14,3.67E-15,3.428257217,2.44E-13,7.51E-14,2.62E-11,7.80E-06,9.85E-14,5.26E-14,0.58880513,1.74E-13,0.039429138,2.24E-14,1.66E-14,1.38E-10,7.33E-14,0.071604311
2.49E-15,2.49E-15,1.12E-13,1.94E-13,5.52E-14,1.22E-14,3.63E-15,2.846381793,2.32E-13,7.57E-14,2.60E-11,8.24E-06,9.57E-14,5.12E-14,0.142892459,1.88E-13,5.73E-05,2.14E-14,1.69E-14,2.54E-13,7.35E-14,0.040947102
2.57E-15,2.57E-15,9.42E-14,1.87E-13,5.46E-14,1.36E-14,3.57E-15,0.985288577,2.21E-13,7.64E-14,2.59E-11,8.55E-06,9.22E-14,5.00E-14,0.017411128,2.01E-13,2.29E-08,2.05E-14,1.73E-14,2.58E-13,7.36E-14,0.021301575
2.66E-15,2.66E-15,7.95E-14,1.80E-13,5.39E-14,1.52E-14,3.51E-15,0.146577437,2.11E-13,7.71E-14,2.57E-11,8.57E-06,8.79E-14,4.89E-14,0.001653856,1.35E-06,1.74E-11,1.96E-14,1.78E-14,2.60E-13,7.38E-14,0.010789074
2.75E-15,2.75E-15,6.75E-14,1.72E-13,5.30E-14,1.70E-14,3.44E-15,0.015470021,2.01E-13,7.78E-14,2.55E-11,8.23E-06,1.19E-09,4.80E-14,0.000266733,2.22E-13,1.16E-14,1.89E-14,1.82E-14,2.60E-13,7.41E-14,0.005842021
2.84E-15,2.84E-15,5.80E-14,1.65E-13,5.21E-14,1.91E-14,3.36E-15,0.001919665,1.91E-13,7.85E-14,2.54E-11,7.63E-06,0.000151989,4.73E-14,0.000159598,2.29E-13,1.08E-14,1.83E-14,1.86E-14,2.59E-13,7.43E-14,0.003681578
2.93E-15,2.93E-15,5.08E-14,1.58E-13,5.12E-14,2.14E-14,3.28E-15,0.000412252,1.83E-13,7.92E-14,2.52E-11,7.04E-06,7.16E-14,9.37E-09,0.000307113,2.32E-13,9.12E-12,1.77E-14,1.90E-14,2.57E-13,7.46E-14,0.002614655
3.03E-15,3.03E-15,4.55E-14,1.51E-13,5.03E-14,2.40E-14,3.20E-15,0.000189237,1.74E-13,7.99E-14,2.50E-11,6.60E-06,6.55E-14,1.63E-05,0.001393067,2.32E-13,2.11E-09,1.72E-14,1.95E-14,2.53E-13,7.48E-14,0.002072668
3.13E-15,3.13E-15,4.20E-14,1.44E-13,4.95E-14,2.69E-14,3.12E-15,0.000208215,1.67E-13,8.06E-14,2.49E-11,6.28E-06,5.94E-14,0.000893813,0.009898496,2.29E-13,4.16E-07,1.68E-14,1.99E-14,2.48E-13,7.51E-14,0.001898212
3.23E-15,3.23E-15,3.96E-14,1.37E-13,4.90E-14,3.01E-14,3.03E-15,0.000562479,1.59E-13,8.13E-14,2.47E-11,5.96E-06,5.33E-14,0.001012316,0.074949029,2.23E-13,1.67E-05,1.64E-14,2.04E-14,2.42E-13,7.54E-14,0.002116557
3.33E-15,3.33E-15,3.81E-14,1.30E-13,4.87E-14,3.37E-14,2.94E-15,0.002225729,1.53E-13,8.20E-14,2.46E-11,5.49E-06,4.77E-14,5.41E-05,0.390438732,2.14E-13,0.000121888,1.60E-14,2.09E-14,2.34E-13,7.56E-14,0.002718617
3.44E-15,3.44E-15,3.71E-14,1.23E-13,4.87E-14,3.77E-14,2.86E-15,0.009319594,1.46E-13,8.28E-14,2.45E-11,4.69E-06,4.26E-14,1.32E-07,0.754171241,2.03E-13,0.000132018,1.57E-14,2.14E-14,2.25E-13,7.58E-14,0.003958169
3.55E-15,3.55E-15,3.65E-14,1.17E-13,4.89E-14,4.20E-14,2.77E-15,0.032696969,1.40E-13,8.35E-14,2.44E-11,3.70E-06,3.81E-14,2.64E-11,0.455465229,1.91E-13,3.74E-05,1.54E-14,2.19E-14,1.574564255,7.60E-14,0.006065167
3.66E-15,3.66E-15,3.62E-14,1.11E-13,4.93E-14,4.68E-14,2.69E-15,0.090791498,1.35E-13,8.43E-14,2.43E-11,2.78E-06,3.45E-14,3.86E-14,0.127450652,1.77E-13,7.34E-06,1.50E-14,2.24E-14,1.543377221,7.62E-14,0.008735609
3.77E-15,3.77E-15,3.64E-14,1.05E-13,4.98E-14,5.18E-14,2.60E-15,0.199860428,1.29E-13,8.50E-14,2.42E-11,2.03E-06,3.17E-14,3.62E-14,0.021206051,1.62E-13,2.38E-06,1.46E-14,2.29E-14,4.60E-05,7.63E-14,0.010732961
4.01E-15,4.01E-15,3.85E-14,9.37E-14,5.08E-14,6.29E-14,2.44E-15,0.697670727,1.18E-13,8.65E-14,2.40E-11,1.08E-06,2.86E-14,3.18E-14,0.000828063,1.34E-13,9.69E-06,1.36E-14,2.39E-14,5.09E-09,7.65E-14,0.009067295
4.13E-15,4.13E-15,4.05E-14,8.86E-14,5.10E-14,6.87E-14,2.36E-15,1.199314848,1.13E-13,8.73E-14,2.40E-11,7.89E-07,5.86E-08,3.02E-14,0.000613853,1.21E-13,0.000213774,1.31E-14,2.45E-14,7.80E-06,7.65E-14,0.006778475
4.38E-15,4.38E-15,2.37E-05,7.89E-14,0.229476304,8.07E-14,2.22E-15,3.743228692,1.03E-13,8.89E-14,2.39E-11,3.72E-07,0.000216908,2.89E-14,0.002801324,9.79E-14,0.105011374,1.18E-14,2.56E-14,0.81951206,7.64E-14,0.003713832
4.51E-15,4.51E-15,0.00435786,7.45E-14,0.104533136,8.65E-14,2.15E-15,4.92770037,9.80E-14,8.97E-14,2.39E-11,2.26E-07,0.00284825,2.92E-14,0.013150541,8.87E-14,0.332863032,1.11E-14,2.62E-14,0.006397102,7.64E-14,0.002912008
4.65E-15,4.65E-15,0.113141675,7.03E-14,2.71E-05,9.21E-14,2.09E-15,5.5483375,9.31E-14,9.05E-14,2.39E-11,1.30E-07,0.034678026,3.01E-14,0.068835095,8.09E-14,0.360694948,1.03E-14,2.68E-14,8.44E-08,7.63E-14,0.002309206
4.79E-15,4.79E-15,0.78374731,6.63E-14,3.61E-11,9.75E-14,2.02E-15,6.066345768,8.84E-14,9.13E-14,2.39E-11,7.39E-08,0.377496559,6.96E-10,0.342892197,7.43E-14,0.239425495,9.51E-15,2.75E-14,1.08E-13,7.61E-14,0.001799216
4.92E-15,4.92E-15,2.440225122,6.25E-14,5.51E-14,1.02E-13,1.96E-15,7.181338804,8.39E-14,9.21E-14,2.40E-11,4.21E-08,2.622813564,2.97E-07,1.646697307,6.87E-14,0.174851022,8.69E-15,2.81E-14,1.08E-13,7.60E-14,0.001363776
5.06E-15,5.06E-15,4.96457002,5.90E-14,5.70E-14,1.48E-06,1.90E-15,9.915620375,7.98E-14,9.29E-14,2.40E-11,2.42E-08,7.507075129,4.25E-05,7.849692631,6.39E-14,0.217703053,7.87E-15,2.87E-14,1.11E-13,7.58E-14,0.001022896
5.20E-15,5.20E-15,7.974272342,5.56E-14,5.93E-14,0.009138562,1.85E-15,15.85051783,7.61E-14,9.38E-14,2.41E-11,1.42E-08,5.107063338,0.001251431,30.73847871,5.97E-14,0.515840105,7.08E-15,2.94E-14,1.17E-13,7.56E-14,0.000800923
5.35E-15,5.35E-15,10.59715387,5.24E-14,6.19E-14,1.43E-06,1.79E-15,25.66732627,7.29E-14,5.15E-11,2.42E-11,8.20E-09,0.327071454,0.004078167,69.8590027,5.59E-14,1.553843186,6.34E-15,3.01E-14,1.25E-13,7.54E-14,0.000716357
5.49E-15,5.49E-15,11.40929215,4.95E-14,6.47E-14,1.17E-13,1.73E-15,32.89792216,7.04E-14,0.022939292,2.43E-11,4.47E-09,0.000819613,0.001231163,67.90953603,5.24E-14,2.628870994,5.67E-15,3.08E-14,1.36E-13,7.52E-14,0.000809958
6.55E-15,6.55E-15,139.846493,2.78E-14,9.09E-14,1.33E-13,1.25E-15,63.80034123,7.87E-14,0.295419089,2.66E-11,7.68E-13,126.0208648,5.630461829,100.2731872,2.00E-14,24.22740366,0.000348227,3.87E-14,2.02E-13,7.30E-14,0.00657729
6.58E-15,6.58E-15,117.2108345,2.63E-14,9.06E-14,1.36E-13,1.21E-15,58.45773709,8.21E-14,0.000580978,2.69E-11,7.86E-13,4.29521391,5.170547532,98.3077425,1.72E-14,36.04434709,0.003603533,3.96E-14,1.90E-13,7.28E-14,0.008927756
6.61E-15,6.61E-15,63.42966603,2.49E-14,8.91E-14,1.39E-13,1.17E-15,43.54811831,8.57E-14,1.06E-13,2.73E-11,8.05E-13,4.88E-05,2.842564412,72.38765383,1.47E-14,37.58146422,0.000346733,4.05E-14,1.74E-13,7.26E-14,0.010497468
6.63E-15,6.63E-15,7.195394727,2.23E-14,8.19E-14,1.49E-13,1.09E-15,20.50252559,9.29E-14,1.08E-13,2.81E-11,8.46E-13,6.22E-14,0.673156457,47.66740119,1.07E-14,19.22060071,2.34E-15,4.25E-14,1.40E-13,7.23E-14,0.009598384
6.63E-15,6.63E-15,5.340472451,2.11E-14,7.62E-14,1.54E-13,1.05E-15,24.06036705,9.64E-14,1.09E-13,2.85E-11,8.68E-13,6.21E-14,1.121037745,74.30472455,9.19E-15,18.13895632,2.35E-15,4.35E-14,1.22E-13,7.21E-14,0.009875754
6.62E-15,6.62E-15,5.259272357,2.00E-14,4.56E-11,1.60E-13,1.01E-15,27.77272499,9.96E-14,1.10E-13,2.90E-11,8.91E-13,6.20E-14,19.66875868,105.4248488,7.92E-15,12.00954948,2.37E-15,4.45E-14,1.06E-13,7.20E-14,0.008344894
6.60E-15,6.60E-15,5.653439787,1.90E-14,6.18E-14,1.67E-13,9.75E-16,29.44888564,1.03E-13,1.11E-13,2.95E-11,9.16E-13,6.19E-14,6.504180346,123.5993152,6.88E-15,5.626856991,2.42E-15,4.55E-14,9.11E-14,7.19E-14,0.006076647
6.58E-15,6.58E-15,5.836870252,1.80E-14,5.37E-14,1.74E-13,9.40E-16,27.41086077,1.05E-13,1.12E-13,3.00E-11,9.42E-13,6.20E-14,8.32E-06,109.4440611,6.05E-15,1.824464275,2.49E-15,4.66E-14,2.51E-07,7.17E-14,0.004004316
1.06E-15,1.06E-15,2.48E-13,3.45E-13,3.29E-14,9.77E-16,3.32E-15,0.245114615,6.98E-13,6.11E-14,2.37E-11,0.005046966,1.98E-14,7.72E-14,0.364857784,3.73E-15,0.061291678,8.68E-14,9.51E-15,1.82E-14,7.05E-14,0.000607701
1.09E-15,1.09E-15,2.64E-13,3.40E-13,3.42E-14,1.06E-15,3.38E-15,0.221026907,6.75E-13,6.16E-14,2.39E-11,0.002490778,2.12E-14,7.74E-14,0.060905646,4.46E-15,0.053826254,8.28E-14,9.75E-15,2.07E-14,7.15E-14,0.00073746
1.12E-15,1.12E-15,2.80E-13,3.35E-13,3.55E-14,1.14E-15,3.44E-15,0.14060768,6.53E-13,6.22E-14,2.42E-11,0.00118153,2.30E-14,7.81E-14,0.00394951,5.33E-15,0.034061829,7.90E-14,9.98E-15,2.36E-14,7.24E-14,0.000913272
1.15E-15,1.15E-15,2.96E-13,3.30E-13,3.69E-14,1.24E-15,3.50E-15,0.068264292,6.30E-13,6.27E-14,2.44E-11,0.000565402,2.50E-14,7.99E-14,0.000181329,6.37E-15,0.022207635,7.52E-14,1.02E-14,2.70E-14,7.32E-14,0.001179156
1.19E-15,1.19E-15,3.13E-13,3.25E-13,3.82E-14,1.35E-15,3.56E-15,0.034535893,6.08E-13,6.33E-14,2.46E-11,0.000306364,2.74E-14,0.563638964,2.25E-05,7.60E-15,0.023235806,7.16E-14,1.05E-14,3.08E-14,7.38E-14,0.001651179
1.22E-15,1.22E-15,3.29E-13,3.20E-13,3.95E-14,1.47E-15,3.62E-15,0.024989971,5.86E-13,6.38E-14,2.48E-11,0.000191793,3.02E-14,8.75E-14,2.00E-05,9.05E-15,0.050267026,6.81E-14,1.07E-14,3.53E-14,7.44E-14,0.002555906
1.26E-15,1.26E-15,3.43E-13,3.15E-13,4.09E-14,1.61E-15,3.68E-15,0.025517194,5.65E-13,6.44E-14,2.49E-11,0.000130914,3.35E-14,9.28E-14,5.91E-05,1.08E-14,0.138606795,6.47E-14,1.10E-14,4.03E-14,7.48E-14,0.004285365
1.31E-15,1.31E-15,3.55E-13,3.10E-13,4.22E-14,1.76E-15,3.73E-15,0.035053983,5.43E-13,6.50E-14,2.51E-11,9.39E-05,3.72E-14,9.86E-14,0.000289631,1.28E-14,0.313417268,6.14E-14,1.13E-14,4.60E-14,7.52E-14,0.007522711
1.35E-15,1.35E-15,3.63E-13,3.05E-13,4.34E-14,1.92E-15,3.78E-15,0.060522788,5.23E-13,6.56E-14,2.52E-11,7.09E-05,4.15E-14,1.05E-13,0.001526981,1.52E-14,0.453311534,5.82E-14,1.15E-14,5.25E-14,7.54E-14,0.01323593
1.39E-15,1.39E-15,3.66E-13,3.00E-13,4.47E-14,2.11E-15,3.84E-15,0.113422416,5.02E-13,6.62E-14,2.53E-11,5.63E-05,4.63E-14,1.10E-13,0.005897704,1.81E-14,0.377519869,5.52E-14,1.18E-14,5.98E-14,7.55E-14,0.022033934
1.44E-15,1.44E-15,1.02E-08,2.95E-13,4.59E-14,2.32E-15,3.88E-15,0.19382844,4.82E-13,6.68E-14,2.54E-11,4.55E-05,5.16E-14,1.14E-13,0.013753142,2.14E-14,0.190013265,5.23E-14,1.21E-14,6.78E-14,7.56E-14,0.032113556
1.49E-15,1.49E-15,1.29E-05,2.90E-13,4.71E-14,2.56E-15,3.93E-15,0.291383007,4.63E-13,6.74E-14,2.55E-11,3.55E-05,5.73E-14,1.16E-13,0.02995305,2.53E-14,0.092761356,4.95E-14,1.24E-14,7.68E-14,7.55E-14,0.037455627
1.55E-15,1.55E-15,0.000437724,2.85E-13,4.82E-14,2.82E-15,3.97E-15,0.447826361,4.44E-13,6.80E-14,2.55E-11,2.69E-05,6.33E-14,1.15E-13,0.091883211,2.98E-14,0.095912206,4.69E-14,1.27E-14,8.65E-14,7.54E-14,0.037455569
1.60E-15,1.60E-15,0.007102495,2.79E-13,4.93E-14,3.11E-15,4.01E-15,0.767941995,4.25E-13,6.86E-14,2.55E-11,2.11E-05,6.94E-14,1.10E-13,0.30320638,3.50E-14,0.200127233,4.44E-14,1.30E-14,9.69E-14,7.52E-14,0.038253958
1.66E-15,1.66E-15,0.221588407,2.74E-13,5.03E-14,3.43E-15,4.05E-15,1.334216473,4.07E-13,6.92E-14,2.55E-11,1.82E-05,7.55E-14,1.03E-13,0.83101318,4.11E-14,0.439788884,4.20E-14,1.33E-14,1.08E-13,7.49E-14,0.04473813
1.72E-15,1.72E-15,5.608780022,2.68E-13,5.13E-14,3.80E-15,4.08E-15,1.691752092,3.89E-13,6.98E-14,2.55E-11,1.76E-05,8.15E-14,9.46E-14,1.267856013,4.80E-14,0.291443912,3.97E-14,1.36E-14,1.20E-13,7.47E-14,0.059384783
1.78E-15,1.78E-15,9.109740456,2.62E-13,5.21E-14,4.20E-15,4.10E-15,1.411282785,3.72E-13,7.04E-14,2.54E-11,1.79E-05,8.70E-14,8.65E-14,0.926086751,5.60E-14,0.047312798,3.75E-14,1.39E-14,1.32E-13,7.44E-14,0.079908476
1.84E-15,1.84E-15,0.095862871,2.56E-13,5.30E-14,4.65E-15,4.12E-15,0.750307253,3.55E-13,7.11E-14,2.54E-11,1.79E-05,9.20E-14,7.93E-14,0.328594141,6.50E-14,0.002213507,3.55E-14,1.43E-14,1.44E-13,7.41E-14,0.099754854
1.91E-15,1.91E-15,2.08E-06,2.50E-13,5.37E-14,5.16E-15,4.14E-15,0.265980079,3.39E-13,7.17E-14,2.53E-11,1.75E-05,9.63E-14,7.31E-14,0.06696407,7.52E-14,4.76E-05,3.36E-14,1.46E-14,1.56E-13,7.39E-14,0.111230527
1.98E-15,1.98E-15,3.31E-13,2.44E-13,5.43E-14,5.72E-15,4.14E-15,0.078838362,3.23E-13,7.23E-14,2.52E-11,1.64E-05,9.98E-14,6.80E-14,0.011925723,8.65E-14,1.34E-06,3.18E-14,1.50E-14,1.68E-13,7.36E-14,0.112300725
2.05E-15,2.05E-15,2.97E-13,2.38E-13,5.49E-14,6.36E-15,4.14E-15,0.031264001,3.08E-13,7.30E-14,2.51E-11,1.50E-05,1.02E-13,6.40E-14,0.003742492,9.89E-14,2.78E-07,3.01E-14,1.53E-14,1.79E-13,7.34E-14,0.108756599
2.13E-15,2.13E-15,2.62E-13,2.31E-13,5.53E-14,7.07E-15,4.13E-15,0.029171441,2.93E-13,7.36E-14,2.50E-11,1.35E-05,1.04E-13,6.07E-14,0.004154698,1.12E-13,2.13E-06,2.85E-14,1.57E-14,1.90E-13,7.33E-14,0.108237939
2.20E-15,2.20E-15,2.27E-13,2.25E-13,5.56E-14,7.86E-15,4.11E-15,0.076732802,2.79E-13,7.43E-14,2.48E-11,1.25E-05,1.05E-13,5.81E-14,0.016636341,1.27E-13,0.000357428,2.70E-14,1.61E-14,2.00E-13,7.32E-14,0.112623724
2.28E-15,2.28E-15,1.95E-13,2.18E-13,5.57E-14,8.75E-15,4.08E-15,0.434478006,2.65E-13,7.50E-14,2.47E-11,1.24E-05,1.05E-13,5.60E-14,0.129263782,1.42E-13,0.120635658,2.56E-14,1.64E-14,2.08E-13,7.32E-14,0.1155797
2.36E-15,2.36E-15,1.66E-13,2.11E-13,5.56E-14,9.75E-15,4.05E-15,1.759126206,2.52E-13,7.56E-14,2.45E-11,1.26E-05,1.03E-13,5.42E-14,0.455110619,1.58E-13,1.196639307,2.43E-14,1.68E-14,2.15E-13,7.32E-14,0.101712372
2.44E-15,2.44E-15,1.41E-13,2.04E-13,5.54E-14,1.09E-14,4.00E-15,2.347996297,2.40E-13,7.63E-14,2.44E-11,1.32E-05,1.01E-13,5.26E-14,0.232270361,1.73E-13,0.017770389,2.32E-14,1.72E-14,0.013662388,7.33E-14,0.068800715
2.53E-15,2.53E-15,1.20E-13,1.96E-13,5.49E-14,1.21E-14,3.95E-15,1.167998844,2.28E-13,7.70E-14,2.42E-11,1.39E-05,9.85E-14,5.13E-14,0.032271096,1.88E-13,5.03E-06,2.21E-14,1.76E-14,0.005137047,7.35E-14,0.038594243
2.61E-15,2.61E-15,1.02E-13,1.89E-13,5.42E-14,1.36E-14,3.89E-15,0.255171418,2.17E-13,7.77E-14,2.40E-11,1.44E-05,9.49E-14,5.00E-14,0.002299543,2.02E-13,3.54E-10,2.11E-14,1.80E-14,2.26E-13,7.37E-14,0.019599575
2.70E-15,2.70E-15,8.71E-14,1.82E-13,5.33E-14,1.52E-14,3.82E-15,0.030732539,2.07E-13,7.84E-14,2.39E-11,1.44E-05,9.05E-14,4.89E-14,0.000152,2.14E-13,1.27E-14,2.03E-14,1.85E-14,2.26E-13,7.39E-14,0.009933231
2.79E-15,2.79E-15,7.49E-14,1.74E-13,5.22E-14,1.70E-14,3.74E-15,0.003130484,1.97E-13,7.91E-14,2.37E-11,1.36E-05,8.54E-14,9.19E-11,1.95E-05,2.23E-13,1.20E-14,1.95E-14,1.89E-14,2.25E-13,7.42E-14,0.00561107
2.89E-15,2.89E-15,6.52E-14,1.67E-13,5.11E-14,1.91E-14,3.66E-15,0.000435443,1.87E-13,7.98E-14,2.35E-11,1.24E-05,0.002246445,7.03E-09,8.35E-06,2.29E-13,1.12E-14,1.89E-14,1.93E-14,2.23E-13,7.45E-14,0.003714157
2.98E-15,2.98E-15,5.76E-14,1.60E-13,4.99E-14,2.14E-14,3.57E-15,0.000136156,1.79E-13,8.05E-14,2.34E-11,1.13E-05,7.36E-14,1.25E-06,1.47E-05,2.32E-13,1.05E-14,1.83E-14,1.98E-14,2.20E-13,7.48E-14,0.002871433
3.08E-15,3.08E-15,5.20E-14,1.52E-13,4.87E-14,2.40E-14,3.48E-15,0.000112556,1.70E-13,8.12E-14,2.32E-11,1.06E-05,6.71E-14,0.000259708,8.11E-05,2.32E-13,9.79E-15,1.78E-14,2.03E-14,2.16E-13,7.51E-14,0.002512036
3.18E-15,3.18E-15,4.79E-14,1.45E-13,4.77E-14,2.70E-14,3.38E-15,0.000210429,1.63E-13,8.20E-14,2.31E-11,1.01E-05,6.05E-14,0.012779094,0.000764755,2.28E-13,3.72E-10,1.74E-14,2.07E-14,2.11E-13,7.54E-14,0.002466657
3.28E-15,3.28E-15,4.51E-14,1.38E-13,4.69E-14,3.03E-14,3.28E-15,0.000719321,1.56E-13,8.27E-14,2.29E-11,9.75E-06,5.40E-14,0.059931229,0.007714871,2.21E-13,6.27E-08,1.71E-14,2.12E-14,2.05E-13,7.57E-14,0.002777829
3.38E-15,3.38E-15,4.30E-14,1.31E-13,4.65E-14,3.40E-14,3.19E-15,0.003154084,1.49E-13,8.34E-14,2.28E-11,9.08E-06,4.78E-14,0.019420577,0.054334114,2.11E-13,1.68E-06,1.68E-14,2.17E-14,1.98E-13,7.60E-14,0.003621297
3.49E-15,3.49E-15,4.14E-14,1.25E-13,4.64E-14,3.81E-14,3.09E-15,0.013136967,1.43E-13,8.42E-14,2.26E-11,7.91E-06,4.22E-14,0.000331679,0.171117932,1.99E-13,6.14E-06,1.65E-14,2.22E-14,1.90E-13,7.62E-14,0.005447575
3.59E-15,3.59E-15,4.02E-14,1.18E-13,4.66E-14,4.26E-14,2.99E-15,0.043481418,1.37E-13,8.49E-14,2.25E-11,6.35E-06,3.74E-14,4.34E-07,0.202501069,1.86E-13,4.55E-06,1.62E-14,2.27E-14,9.39E-05,7.65E-14,0.008887786
3.71E-15,3.71E-15,3.94E-14,1.12E-13,4.71E-14,4.75E-14,2.90E-15,0.106461298,1.31E-13,8.57E-14,2.24E-11,4.79E-06,3.34E-14,1.32E-10,0.100423708,1.71E-13,1.63E-06,1.59E-14,2.33E-14,2.06E-05,7.66E-14,0.013850673
3.82E-15,3.82E-15,3.91E-14,1.06E-13,4.76E-14,5.27E-14,2.80E-15,0.186851175,1.26E-13,8.65E-14,2.23E-11,3.49E-06,3.04E-14,3.60E-14,0.022837856,1.56E-13,9.25E-07,1.55E-14,2.38E-14,1.22E-10,7.68E-14,0.017699313
3.94E-15,3.94E-15,3.95E-14,1.00E-13,4.82E-14,5.83E-14,2.71E-15,0.273735548,1.21E-13,8.72E-14,2.22E-11,2.49E-06,2.84E-14,3.32E-14,0.003924506,1.41E-13,1.10E-06,1.51E-14,2.43E-14,1.42E-13,7.69E-14,0.017699254
4.06E-15,4.06E-15,4.06E-14,9.46E-14,4.86E-14,6.42E-14,2.63E-15,0.387239701,1.16E-13,8.80E-14,2.22E-11,1.82E-06,2.10E-08,3.06E-14,0.001154193,1.26E-13,8.26E-06,1.46E-14,2.49E-14,1.29E-13,7.70E-14,0.01384664
4.18E-15,4.18E-15,4.27E-14,8.94E-14,4.88E-14,7.02E-14,2.54E-15,0.587589411,1.11E-13,8.88E-14,2.21E-11,1.33E-06,1.01E-05,2.87E-14,0.000820536,1.12E-13,0.000217431,1.41E-14,2.55E-14,1.44E-07,7.70E-14,0.009541578
4.31E-15,4.31E-15,1.62E-07,8.44E-14,1.01E-09,7.63E-14,2.46E-15,0.993771228,1.05E-13,8.96E-14,2.21E-11,9.26E-07,8.80E-05,2.75E-14,0.001364404,1.00E-13,0.006735202,1.35E-14,2.61E-14,0.008678579,7.70E-14,0.006605833
4.44E-15,4.44E-15,0.000220705,7.96E-14,5.38E-05,8.24E-14,2.38E-15,1.625569747,1.00E-13,9.04E-14,2.20E-11,5.99E-07,0.000277263,2.71E-14,0.004200324,8.95E-14,0.083710297,1.28E-14,2.67E-14,1.353211899,7.70E-14,0.004918265
4.57E-15,4.57E-15,0.025064846,7.51E-14,0.000316331,8.83E-14,2.31E-15,2.103500118,9.52E-14,9.12E-14,2.20E-11,3.56E-07,0.000958224,4.73E-11,0.017364033,8.06E-14,0.221496879,1.20E-14,2.73E-14,0.125743848,7.69E-14,0.003911994
4.71E-15,4.71E-15,0.342116392,7.09E-14,3.74E-07,9.39E-14,2.24E-15,2.174664725,9.01E-14,9.20E-14,2.20E-11,2.00E-07,0.005717527,2.59E-08,0.066978817,7.31E-14,0.146097159,1.12E-14,2.79E-14,2.67E-05,7.68E-14,0.00319647
4.85E-15,4.85E-15,1.158664315,6.69E-14,5.03E-14,9.92E-14,2.17E-15,2.056009735,8.52E-14,9.28E-14,2.21E-11,1.11E-07,0.04671494,6.59E-06,0.209094137,6.71E-14,0.049234488,1.03E-14,2.86E-14,4.53E-11,7.66E-14,0.00256326
4.99E-15,4.99E-15,1.979238107,6.31E-14,5.18E-14,1.04E-13,2.10E-15,2.102285862,8.05E-14,9.37E-14,2.21E-11,6.14E-08,0.300553974,0.000555602,0.591302479,6.21E-14,0.020496724,9.41E-15,2.92E-14,8.03E-14,7.65E-14,0.001982544
